file,directory,document_index,rule_index,rule_id,logical_group,logical_class,operators,B1_no_metavariable,B2_metavariable_binding,B3_repeated_metavariable,B3_5_redundant_metavariable,B4_metavariable_regex,B5_metavariable_pattern,B6_metavariable_comparison_or_type,metavars,repeated_metavars,binding_scopes_json,pattern_count,has_no_metavar,has_plain_metavar,has_unnamed_ellipsis,has_ellipsis_metavar,has_deep_expression,has_no_pattern_fields,shape_groups,shape_labels
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__format__rule-snprintf-vsnprintf.yaml,.,0,0,c_format_rule-snprintf-vsnprintf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-not,patterns,security-severity,severity,shortDescription",False,True,True,False,False,False,False,"$BUF,$FMT,$SIZE,$VAR","$BUF,$FMT,$SIZE,$VAR","[{""$BUF"": 2, ""$FMT"": 1, ""$SIZE"": 2}, {""$BUF"": 2, ""$FMT"": 1, ""$SIZE"": 2}, {""$BUF"": 2, ""$FMT"": 2, ""$SIZE"": 2}, {""$FMT"": 1, ""$VAR"": 2}, {""$FMT"": 1, ""$VAR"": 2}]",10,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__format__rule-syslog.yaml,.,0,0,c_format_rule-syslog,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-not,patterns,security-severity,severity,shortDescription",False,True,True,False,False,False,False,$FUNC,$FUNC,"[{""$FUNC"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__free__rule-memalign.yaml,.,0,0,c_free_rule-memalign,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-regex,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__integer__rule-atoi-atol.yaml,.,0,0,c_integer_rule-atoi-atol,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],4,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-AddAccessAllowedAce.yaml,.,0,0,c_misc_rule-AddAccessAllowedAce,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-LoadLibrary.yaml,.,0,0,c_misc_rule-LoadLibrary,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-LoadLibraryEx.yaml,.,0,0,c_misc_rule-LoadLibraryEx,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-SetSecurityDescriptorDacl.yaml,.,0,0,c_misc_rule-SetSecurityDescriptorDacl,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-cuserid.yaml,.,0,0,c_misc_rule-cuserid,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-fopen-open.yaml,.,0,0,c_misc_rule-fopen-open,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-getlogin.yaml,.,0,0,c_misc_rule-getlogin,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__misc__rule-getpass.yaml,.,0,0,c_misc_rule-getpass,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__obsolete__rule-gsignal-ssignal.yaml,.,0,0,c_obsolete_rule-gsignal-ssignal,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__obsolete__rule-ulimit.yaml,.,0,0,c_obsolete_rule-ulimit,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__obsolete__rule-usleep.yaml,.,0,0,c_obsolete_rule-usleep,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__race__rule-access.yaml,.,0,0,c_race_rule-access,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__race__rule-chmod.yaml,.,0,0,c_race_rule-chmod,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__race__rule-chown.yaml,.,0,0,c_race_rule-chown,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__race__rule-readlink.yaml,.,0,0,c_race_rule-readlink,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__race__rule-vfork.yaml,.,0,0,c_race_rule-vfork,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__random__rule-drand48-erand48.yaml,.,0,0,c_random_rule-drand48-erand48,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,pattern-regex,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],24,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__shell__rule-CreateProcess.yaml,.,0,0,c_shell_rule-CreateProcess,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__shell__rule-CreateProcessAsUser-CreateProcessWithLogon.yaml,.,0,0,c_shell_rule-CreateProcessAsUser-CreateProcessWithLogon,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__shell__rule-execl-execlp.yaml,.,0,0,c_shell_rule-execl-execlp,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],8,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__shell__rule-system.yaml,.,0,0,c_shell_rule-system,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__tmpfile__rule-GetTempFileName.yaml,.,0,0,c_tmpfile_rule-GetTempFileName,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__tmpfile__rule-mkstemp.yaml,.,0,0,c_tmpfile_rule-mkstemp,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__tmpfile__rule-mktemp.yaml,.,0,0,c_tmpfile_rule-mktemp,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__tmpfile__rule-tmpfile.yaml,.,0,0,c_tmpfile_rule-tmpfile,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],1,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/gitlab__c__tmpfile__rule-tmpnam-tempnam.yaml,.,0,0,c_tmpfile_rule-tmpnam-tempnam,A2,Single or multiple positive pattern(s),"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-either,security-severity,severity,shortDescription",True,False,False,False,False,False,False,,,[],2,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep-hotspots__cpp__arrays-out-of-bounds-access.yaml,.,0,0,arrays-out-of-bounds-access,A3,Conjunction / Intersection,"category,comparison,id,languages,message,metadata,metavariable,metavariable-comparison,pattern,pattern-either,patterns,severity",False,True,True,False,False,False,True,"$BUF,$INDEX,$SIZE,$TYPE,$VALUE,$VAR","$BUF,$INDEX,$SIZE","[{""$BUF"": 4, ""$INDEX"": 5, ""$SIZE"": 3, ""$TYPE"": 1, ""$VALUE"": 1}, {""$BUF"": 4, ""$INDEX"": 5, ""$SIZE"": 3, ""$TYPE"": 1, ""$VAR"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep-hotspots__cpp__encode-decode-function-name.yaml,.,0,0,encode-decode-function-name,A3,Conjunction / Intersection,"category,id,languages,message,metadata,metavariable,metavariable-regex,pattern,patterns,references,regex,severity",False,True,True,True,True,False,False,$FUNC,$FUNC,"[{""$FUNC"": 3}]",1,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep-hotspots__cpp__encrypt-decrypt-function-name.yaml,.,0,0,encrypt-decrypt-function-name,A3,Conjunction / Intersection,"category,id,languages,message,metadata,metavariable,metavariable-regex,pattern,patterns,references,regex,severity",False,True,True,True,True,False,False,$FUNC,$FUNC,"[{""$FUNC"": 3}]",1,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep-hotspots__cpp__memcpy-insecure-use.yaml,.,0,0,memcpy-insecure-use,A2,Single or multiple positive pattern(s),"category,id,languages,message,metadata,pattern,references,severity",False,True,True,False,False,False,False,"$BUF,$SIZE,$TYPE",$BUF,"[{""$BUF"": 2, ""$SIZE"": 1, ""$TYPE"": 1}]",1,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep-hotspots__cpp__potentially-uninitialized-pointer.yaml,.,0,0,potentially-uninitialized-pointer,A6,Containment (exclusive),"category,id,languages,message,metadata,pattern,pattern-not-inside,patterns,severity",False,True,True,False,False,False,False,"$BUF,$FUNC,$SIZE,$TYPE,$VALUE","$BUF,$FUNC,$SIZE,$TYPE","[{""$BUF"": 6, ""$FUNC"": 2, ""$SIZE"": 2, ""$TYPE"": 2, ""$VALUE"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep-hotspots__cpp__snprintf-insecure-use.yaml,.,0,0,snprintf-insecure-use,A3,Conjunction / Intersection,"category,id,languages,message,metadata,pattern,pattern-either,patterns,references,severity",False,True,True,False,False,False,False,"$BUF,$LEN,$NULL,$P,$RET,$VAR","$BUF,$LEN,$RET","[{""$BUF"": 2, ""$RET"": 2, ""$VAR"": 1}, {""$LEN"": 2, ""$NULL"": 1, ""$P"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,0,detect-buffer-overflow,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,True,False,False,False,"$BUF,$DST,$FMT,$SRC","$DST,$SRC","[{""$BUF"": 1, ""$DST"": 5, ""$FMT"": 1, ""$SRC"": 2}]",2,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,1,detect-use-after-free,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,False,False,False,False,"$PTR,$VAR",$PTR,"[{""$PTR"": 4, ""$VAR"": 1}]",1,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,2,detect-integer-overflow,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,True,False,False,False,"$VAR,$X,$Y","$VAR,$X,$Y","[{""$VAR"": 3, ""$X"": 4, ""$Y"": 4}]",2,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,3,detect-command-injection,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,True,False,False,False,"$CMD,$MODE",$CMD,"[{""$CMD"": 4, ""$MODE"": 1}]",2,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,4,detect-strncpy-misuse,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,True,False,False,False,"$DST,$SIZE,$SRC","$DST,$SIZE,$SRC","[{""$DST"": 3, ""$SIZE"": 3, ""$SRC"": 2}]",1,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,5,detect-unsafe-pointer-arithmetic,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,False,False,False,False,"$BUF_END,$OFFSET,$PTR","$OFFSET,$PTR","[{""$BUF_END"": 1, ""$OFFSET"": 3, ""$PTR"": 5}]",1,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/semgrep_rules__c_baseline.yaml,.,0,6,detect-memory-leak,A3,Conjunction / Intersection,"fix,id,languages,message,pattern,patterns,severity",False,True,True,True,False,False,False,"$PTR,$RESULT,$SIZE","$PTR,$RESULT","[{""$PTR"": 2, ""$RESULT"": 2, ""$SIZE"": 1}]",1,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
